STATE:105:r300f:3h6c|JcKd:-100|100:DeepStack|shrimankar.prakshat.1 # 1479752426.11563
STATE:91:f:Jh8d|Kd5h:50|-50:DeepStack|shrimankar.prakshat.2 # 1479752441.45958
STATE:106:cc/cr200c/cr400f:2h6s|Qs5h/5c3cAs/7c:-200|200:shrimankar.prakshat.1|DeepStack # 1479752444.84277
STATE:92:cc/cc/cc/cc:6c2h|9d5d/3sAh5c/Tc/6d:100|-100:shrimankar.prakshat.2|DeepStack # 1479752453.25227
STATE:107:f:6h5d|4d8d:50|-50:DeepStack|shrimankar.prakshat.1 # 1479752497.36331
STATE:93:f:2hAd|9c4h:50|-50:DeepStack|shrimankar.prakshat.2 # 1479752498.7608
STATE:108:r200f:4hTs|QcKs:-100|100:shrimankar.prakshat.1|DeepStack # 1479752509.89977
STATE:94:r200f:4c2d|8cAc:-100|100:shrimankar.prakshat.2|DeepStack # 1479752511.11316
STATE:109:r300f:Qd3c|6sAd:-100|100:DeepStack|shrimankar.prakshat.1 # 1479752525.70896
STATE:95:r300c/cc/cc/r900f:Kh9s|4cAs/9h7dKs/4h/3c:300|-300:DeepStack|shrimankar.prakshat.2 # 1479752527.62856
STATE:110:r300f:Tc7s|8d4d:-100|100:shrimankar.prakshat.1|DeepStack # 1479752544.26745
STATE:111:r300c/cr600f:9sKd|7c6s/7hTc5h:-300|300:DeepStack|shrimankar.prakshat.1 # 1479752569.64257
STATE:96:r300c/r600c/r1200f:2s2d|AcTc/2h8cKh/8s:600|-600:shrimankar.prakshat.2|DeepStack # 1479752592.63986
STATE:1537:r300r900f:QhTh|Tc4c:300|-300:DeepStack|shabalin.ivan.2 # 1479752614.5628
STATE:112:r200c/cr400r1000f:9s7d|3c5h/Tc8h5s:400|-400:shrimankar.prakshat.1|DeepStack # 1479752616.69841
STATE:97:f:TdJc|5d3c:50|-50:DeepStack|shrimankar.prakshat.2 # 1479752643.37973
STATE:98:r200r600f:AhJs|Qh5s:200|-200:shrimankar.prakshat.2|DeepStack # 1479752661.48693
STATE:113:r300f:Kd2c|2h4h:-100|100:DeepStack|shrimankar.prakshat.1 # 1479752677.9962
STATE:99:r300c/cr600f:9cAd|Kh5h/Jd3h6h:-300|300:DeepStack|shrimankar.prakshat.2 # 1479752681.97567
STATE:114:f:QhKd|7c3d:50|-50:shrimankar.prakshat.1|DeepStack # 1479752699.16318
STATE:100:r200f:9c6s|4s8s:-100|100:shrimankar.prakshat.2|DeepStack # 1479752717.35722
STATE:115:f:9hAd|5dJc:50|-50:DeepStack|shrimankar.prakshat.1 # 1479752718.41503
STATE:116:f:9d5s|3c2h:50|-50:shrimankar.prakshat.1|DeepStack # 1479752730.63554
STATE:101:f:5s5c|9h7c:50|-50:DeepStack|shrimankar.prakshat.2 # 1479752733.88967
STATE:1538:cc/cr200f:3h8s|8h7c/Ks5cAc:-100|100:shabalin.ivan.2|DeepStack # 1479752740.09953
STATE:117:f:7s5h|6dTh:50|-50:DeepStack|shrimankar.prakshat.1 # 1479752743.53189
STATE:102:f:7hTc|2h3c:50|-50:shrimankar.prakshat.2|DeepStack # 1479752746.42916
STATE:103:f:7dKc|5dJs:50|-50:DeepStack|shrimankar.prakshat.2 # 1479752758.22008
STATE:118:cc/cr200f:2cAh|6d8h/5d6cKd:-100|100:shrimankar.prakshat.1|DeepStack # 1479752758.25504
STATE:104:r300f:Qd6c|Ah9h:-100|100:shrimankar.prakshat.2|DeepStack # 1479752769.66936
STATE:105:f:8s6c|4h9c:50|-50:DeepStack|shrimankar.prakshat.2 # 1479752784.7909
STATE:106:cc/cr300f:7s2s|Qh8h/ThQsKc:-100|100:shrimankar.prakshat.2|DeepStack # 1479752798.00719
STATE:119:f:KsJs|Jh6c:50|-50:DeepStack|shrimankar.prakshat.1 # 1479752798.27837
STATE:120:cc/cc/r250c/r750c:6dAh|6sAc/Jd7sAd/5s/Qc:0|0:shrimankar.prakshat.1|DeepStack # 1479752810.46687
STATE:107:r300c/cc/cc/cc:ThKd|TsAc/QcQd7h/4s/2s:-300|300:DeepStack|shrimankar.prakshat.2 # 1479752830.0978
STATE:121:cc/cc/r200f:3c7c|5d7h/6sAcQs/6c:100|-100:DeepStack|shrimankar.prakshat.1 # 1479752862.33978
STATE:108:r300f:6h8s|3hKc:-100|100:shrimankar.prakshat.2|DeepStack # 1479752882.17101
STATE:109:r300c/cr600c/cc/r3000f:3h2h|JsTs/4c8d2s/2d/8h:600|-600:DeepStack|shrimankar.prakshat.2 # 1479752897.63944
STATE:122:r300f:4s8c|KsAd:-100|100:shrimankar.prakshat.1|DeepStack # 1479752900.94516
STATE:123:cc/cr300c/cr750f:2s9c|8c5c/TcKs2c/Qd:-300|300:DeepStack|shrimankar.prakshat.1 # 1479752917.49674
STATE:1539:r300f:3h2h|Qh9h:-100|100:DeepStack|shabalin.ivan.2 # 1479752919.74049
STATE:110:cc/cr200f:4cTs|7s5d/Kh8h9c:-100|100:shrimankar.prakshat.2|DeepStack # 1479752956.26147
STATE:124:r300c/cc/cc/cc:9dQh|9cAc/Th7s6d/6c/Jc:-300|300:shrimankar.prakshat.1|DeepStack # 1479752968.23579
STATE:111:r300c/cr750c/cc/r1500c:4cKc|7sAd/5hKd5c/Qc/4d:1500|-1500:DeepStack|shrimankar.prakshat.2 # 1479752990.65549
STATE:125:f:3d2d|Td3h:50|-50:DeepStack|shrimankar.prakshat.1 # 1479753021.74325
STATE:1540:cc/cr200f:6dQc|4s8d/7d9sAc:-100|100:shabalin.ivan.2|DeepStack # 1479753030.29599
STATE:126:cc/cc/cc/cr300f:2d4d|6c3d/5c6sTh/Js/Tc:-100|100:shrimankar.prakshat.1|DeepStack # 1479753039.56236
STATE:112:r200f:6s3s|9c6h:-100|100:shrimankar.prakshat.2|DeepStack # 1479753049.21697
STATE:113:f:QhAc|6s8c:50|-50:DeepStack|shrimankar.prakshat.2 # 1479753068.98387
STATE:114:f:7d5h|8s3c:50|-50:shrimankar.prakshat.2|DeepStack # 1479753083.63915
STATE:115:f:AdJd|As2c:50|-50:DeepStack|shrimankar.prakshat.2 # 1479753094.18238
STATE:127:f:8s2c|7s4c:50|-50:DeepStack|shrimankar.prakshat.1 # 1479753104.42594
STATE:116:r200c/cc/cc/r600f:9hQc|AdJs/7c9c3c/2c/6d:200|-200:shrimankar.prakshat.2|DeepStack # 1479753113.33355
STATE:128:r300r900f:KhKd|3d5c:300|-300:shrimankar.prakshat.1|DeepStack # 1479753117.43042
STATE:129:r300f:5cQd|QhAs:-100|100:DeepStack|shrimankar.prakshat.1 # 1479753146.65786
STATE:130:cc/cr300f:As8c|9h6s/3h4h6d:-100|100:shrimankar.prakshat.1|DeepStack # 1479753168.56212
STATE:117:f:As6s|2c3s:50|-50:DeepStack|shrimankar.prakshat.2 # 1479753178.14041
STATE:118:r300f:Qc6d|3h4s:-100|100:shrimankar.prakshat.2|DeepStack # 1479753195.51549
STATE:1541:r300c/r900c/cc/cc:Qs9d|8cJc/5cKhJh/As/4h:-900|900:DeepStack|shabalin.ivan.2 # 1479753230.73089
STATE:1542:cc/cr200c/cr400c/cc:6sKs|5dTh/3sKdAd/4h/Td:400|-400:shabalin.ivan.2|DeepStack # 1479753516.5884
STATE:126:cc/cr300f:9s3c|Ac4h/Jc2s6c:-100|100:schaumann.lucas.1|DeepStack # 1479753634.07742
STATE:127:f:6s2c|3h7c:50|-50:DeepStack|schaumann.lucas.1 # 1479753684.54573
STATE:128:r300c/cr600c/cc/cc:3c3d|8h5s/3hKhKs/Ad/Ah:600|-600:schaumann.lucas.1|DeepStack # 1479753700.91572
STATE:129:cc/cr200f:Tc6h|9s2s/5dJc9h:-100|100:DeepStack|schaumann.lucas.1 # 1479753895.19979
STATE:130:r300c/cr900r2250f:JhQd|8s6d/4d9c3d:900|-900:schaumann.lucas.1|DeepStack # 1479753938.77904
STATE:131:cr300c/cr600c/cr1200c/cr2400c:ThJc|5cTc/3h7cTs/Kc/4h:2400|-2400:DeepStack|schaumann.lucas.1 # 1479754006.35909
STATE:132:f:4d3c|2h5c:50|-50:schaumann.lucas.1|DeepStack # 1479754146.46091
STATE:133:cc/cr200f:6sTc|QhAd/Jc5h2d:-100|100:DeepStack|schaumann.lucas.1 # 1479754156.53511
STATE:134:r300f:Jd5c|As9h:-100|100:schaumann.lucas.1|DeepStack # 1479754199.99885
STATE:135:r200c/cr400c/cr1000f:4h9h|QcJh/3d9dKd/Tc:-400|400:DeepStack|schaumann.lucas.1 # 1479754230.44565
STATE:136:cc/cc/cc/cr300c:3s9c|3dTs/Th6s9s/5s/Kh:-300|300:schaumann.lucas.1|DeepStack # 1479754331.47493
STATE:137:cr300c/cc/r600f:4s4d|4cQh/2c2dAc/6h:300|-300:DeepStack|schaumann.lucas.1 # 1479754418.09462
STATE:138:cr400f:8h9h|7sQd:100|-100:schaumann.lucas.1|DeepStack # 1479754503.26758
STATE:139:f:9cKs|4c6h:50|-50:DeepStack|schaumann.lucas.1 # 1479754538.29732
STATE:140:r200c/cc/cc/cr600f:As2d|6hQc/4d4h8d/Jc/3s:-200|200:schaumann.lucas.1|DeepStack # 1479754555.02763
STATE:141:r300f:Js4c|Td9d:-100|100:DeepStack|schaumann.lucas.1 # 1479754685.32004
STATE:142:r300f:5h2c|6cJh:-100|100:schaumann.lucas.1|DeepStack # 1479754729.5762
STATE:143:r200c/cc/r600c/r3000c:9c6d|Kc2h/Jc8h7c/4c/Ks:-3000|3000:DeepStack|schaumann.lucas.1 # 1479754767.93839
STATE:144:r200r300c/r750c/r1875c/cc:Td9h|6d8h/QhAhJh/8c/6h:1875|-1875:schaumann.lucas.1|DeepStack # 1479754891.8801
STATE:145:r200c/r600c/cc/cc:Jc8h|9sAh/Ts3s7h/Kd/3d:-600|600:DeepStack|schaumann.lucas.1 # 1479755022.63194
STATE:0:cc/r200f:4hTc|3c6h/7sJhTd:100|-100:dmit.pol.2|DeepStack # 1479756335.4903
STATE:1:cc/cc/r200c/r400f:2sQd|6c3h/4s9s5c/Qh/8s:200|-200:DeepStack|dmit.pol.2 # 1479756384.43026
STATE:2:r300c/cc/r400f:9sAh|4c2c/8sAsJd/Qd:300|-300:dmit.pol.2|DeepStack # 1479756507.20121
STATE:0:r200c/cr400f:Kc2d|4dAd/8d3h7c:-200|200:dmit.pol.3|DeepStack # 1479756541.05382
STATE:3:cc/cc/cc/r300f:Qc2s|4h6h/7cQsKd/Ks/9c:100|-100:DeepStack|dmit.pol.2 # 1479756577.99402
STATE:1:cr300c/cr400c/cr500c/cr1250c:7dKh|7s6s/9cQd7c/Js/Qh:1250|-1250:DeepStack|dmit.pol.3 # 1479756670.45958
STATE:2:r300c/cc/cc/r400r1200f:Qd6c|4d3h/4hKcAc/3c/2s:-400|400:dmit.pol.3|DeepStack # 1479756766.35086
STATE:4:r200c/cc/cc/cc:4h5s|5cKd/Kh6dJh/Qh/Ad:-200|200:dmit.pol.2|DeepStack # 1479756838.38519
STATE:3:cr300c/cr400c/cc/cr1000f:4h4c|5sTs/JcQd5d/3s/Jh:-400|400:DeepStack|dmit.pol.3 # 1479756912.53495
STATE:5:cr300c/cc/cr600c/cr1500c:JcJh|8s3s/4s5h7s/4h/3h:1500|-1500:DeepStack|dmit.pol.2 # 1479756933.46676
STATE:408:cc/cc/r200f:3c7c|3hTc/As8d8c/9d:100|-100:sethi.muskan.1|DeepStack # 1479756954.64741
STATE:409:f:AcQh|8h6c:50|-50:DeepStack|sethi.muskan.1 # 1479756996.21769
STATE:4:r200c/cc/cc/r400c:9c7c|6s4s/Ac4h3h/9h/Qh:400|-400:dmit.pol.3|DeepStack # 1479756996.90665
STATE:6:r200c/cr400f:TdQd|Ad2h/Jc3h4d:-200|200:dmit.pol.2|DeepStack # 1479757008.73204
STATE:410:cc/cc/cc/cc:9h6d|3h6s/Ah7sJc/3s/5c:-100|100:sethi.muskan.1|DeepStack # 1479757010.33421
STATE:7:cr300c/r600f:8h7s|6hKh/7cQd9s:300|-300:DeepStack|dmit.pol.2 # 1479757046.79296
STATE:5:cc/cr200f:Jh8s|ThTd/6hKc6c:-100|100:DeepStack|dmit.pol.3 # 1479757068.30252
STATE:411:f:2cJs|Kh3c:50|-50:DeepStack|sethi.muskan.1 # 1479757077.24517
STATE:412:r300c/r750c/cc/r3750f:6d7d|4s4h/3h7cQc/Th/7s:750|-750:sethi.muskan.1|DeepStack # 1479757091.21212
STATE:6:r200c/cr400r1200f:AcQs|9c4c/8s3cAh:400|-400:dmit.pol.3|DeepStack # 1479757102.11761
STATE:8:r300c/cr600f:Kd4s|7hAd/Th7d8s:-300|300:dmit.pol.2|DeepStack # 1479757117.28441
STATE:7:cc/cc/r200c/cc:Td5c|Jc5d/Ad7dAh/4d/6c:-200|200:DeepStack|dmit.pol.3 # 1479757151.99594
STATE:9:cc/cc/cc/r200f:Ad5c|8h4h/Ts7d5h/Jc/As:100|-100:DeepStack|dmit.pol.2 # 1479757160.75765
STATE:413:f:2d7c|5d8c:50|-50:DeepStack|sethi.muskan.1 # 1479757162.56493
STATE:414:cr300r900c/cr1800f:KcJh|9sKd/5d5h2c:-900|900:sethi.muskan.1|DeepStack # 1479757175.20421
STATE:415:f:Js8h|Qh2s:50|-50:DeepStack|sethi.muskan.1 # 1479757221.43441
STATE:10:r300c/cr600f:3c9c|2d9d/7dTd7h:-300|300:dmit.pol.2|DeepStack # 1479757228.76742
STATE:8:f:7d9c|4d2c:50|-50:dmit.pol.3|DeepStack # 1479757229.90007
STATE:9:cc/cc/cc/cc:9d3c|2cJs/6h8dQh/8c/5d:-100|100:DeepStack|dmit.pol.3 # 1479757239.83688
STATE:11:cc/cc/cr200c/cr600c:Ts9h|7d3c/Td7h7s/Ah/6h:-600|600:DeepStack|dmit.pol.2 # 1479757293.12859
STATE:10:r200c/cr400f:9hTd|7d8d/3c5d2d:-200|200:dmit.pol.3|DeepStack # 1479757333.5608
STATE:109:f:Tc5h|9c3c:50|-50:DeepStack|sethi.muskan.4 # 1479757348.47198
STATE:416:r300f:4s5d|6c3c:-100|100:sethi.muskan.1|DeepStack # 1479757373.10315
STATE:417:r250f:4c8h|JsTc:-100|100:DeepStack|sethi.muskan.1 # 1479757394.51689
STATE:418:r300c/cc/cc/r750c:6sAc|Kc8c/8h7sQd/5h/Qc:-750|750:sethi.muskan.1|DeepStack # 1479757415.74519
STATE:12:r200c/cr600f:6cKc|Qs6h/4h9d5d:-200|200:dmit.pol.2|DeepStack # 1479757422.86779
STATE:11:cc/cc/cc/r200r300c:8sTc|7cAd/4d3d3h/Ts/3s:300|-300:DeepStack|dmit.pol.3 # 1479757455.07829
STATE:13:cr300c/r600c/cr1800f:AhQs|3d3s/5d9d9s/6d:-600|600:DeepStack|dmit.pol.2 # 1479757457.35743
STATE:419:r250c/cr625f:Ad2h|JdKd/3hTd9h:-250|250:DeepStack|sethi.muskan.1 # 1479757483.10045
STATE:14:r200c/cr400c/cc/r800r2400f:4sJh|TsTc/KhQdTh/7s/4h:-800|800:dmit.pol.2|DeepStack # 1479757512.23427
STATE:12:cc/cr200c/cc/r400f:Qd9c|8h6d/3c9d3d/Ah/2s:200|-200:dmit.pol.3|DeepStack # 1479757517.31566
STATE:420:cc/r300c/r900f:Kc8d|Qs2d/5cKd9h/5s:300|-300:sethi.muskan.1|DeepStack # 1479757521.44941
STATE:421:r500c/cr1500f:Tc9h|8hAc/As8dKs:-500|500:DeepStack|sethi.muskan.1 # 1479757563.38291
STATE:15:cr300c/cr750c/cr2250c/cr6750f:Qs8c|7hAd/Ah8dTd/Jc/2d:-2250|2250:DeepStack|dmit.pol.2 # 1479757583.70806
STATE:422:r200c/r600f:5dKs|6d9h/KhAsJh:200|-200:sethi.muskan.1|DeepStack # 1479757601.94469
STATE:13:cc/cc/cr200f:Td3d|7s9s/2dAsAc/9h:-100|100:DeepStack|dmit.pol.3 # 1479757611.53922
STATE:423:r250c/cc/r500f:Qc4h|5s7h/4c2c9c/Ad:250|-250:DeepStack|sethi.muskan.1 # 1479757636.72154
STATE:16:cc/cr200c/r300c/cc:AdKh|Ac8d/9hQc8h/Ts/7c:-300|300:dmit.pol.2|DeepStack # 1479757666.39823
STATE:14:cc/r200r400c/cc/cr1200c:Kd6h|5dTs/Ks2cQs/As/3h:1200|-1200:dmit.pol.3|DeepStack # 1479757676.28969
STATE:424:r200r600f:2sKs|4s6h:200|-200:sethi.muskan.1|DeepStack # 1479757690.10212
STATE:425:f:ThAs|2s9c:50|-50:DeepStack|sethi.muskan.1 # 1479757712.78768
STATE:426:r200r300c/r400f:AdAs|9c2c/7s7d5h:300|-300:sethi.muskan.1|DeepStack # 1479757736.94818
STATE:17:cr300c/cc/cc/cr750c:KhJs|8hKs/7d7hTc/9d/6d:-750|750:DeepStack|dmit.pol.2 # 1479757746.00142
STATE:15:cc/cc/cr300f:Ts7h|5h2d/2h6c5s/Jh:-100|100:DeepStack|dmit.pol.3 # 1479757763.08239
STATE:427:r200f:3d8s|As8d:-100|100:DeepStack|sethi.muskan.1 # 1479757768.96897
STATE:428:r300f:3h7d|7hQd:-100|100:sethi.muskan.1|DeepStack # 1479757784.82427
STATE:429:r200c/cr600c/cc/cc:2cAd|9cJc/Qh2dKd/7d/Kc:600|-600:DeepStack|sethi.muskan.1 # 1479757801.43462
STATE:16:r300c/cr600f:Qs7c|3c9c/Kc9d2s:-300|300:dmit.pol.3|DeepStack # 1479757810.49232
STATE:18:cc/cr300c/cc/r900r1800r20000c:7s8d|8c8h/6c5s4s/7d/Qh:0|0:dmit.pol.2|DeepStack # 1479757820.71928
STATE:430:r300r750c/r2250f:QsJd|8dJs/4h3d7s:750|-750:sethi.muskan.1|DeepStack # 1479757872.64476
STATE:17:cc/cc/cc/r200c:5h2c|Kh3c/2sQd6s/7h/7c:200|-200:DeepStack|dmit.pol.3 # 1479757876.33786
STATE:19:cc/cc/r200c/r600f:4hJc|As8s/6c3h2c/Th/5h:200|-200:DeepStack|dmit.pol.2 # 1479757906.79019
STATE:431:r200c/cr1000f:4hKc|JsAd/9d7s3d:-200|200:DeepStack|sethi.muskan.1 # 1479757910.43093
STATE:432:r200c/cc/cc/cr400c:6h5d|KcQh/AdKsTd/2d/3h:-400|400:sethi.muskan.1|DeepStack # 1479757947.37511
STATE:18:cc/cc/cr200c/r600c:7c6c|Jh2s/Js8h6h/Tc/6d:600|-600:dmit.pol.3|DeepStack # 1479757969.65261
STATE:20:r300f:8h2c|QdJd:-100|100:dmit.pol.2|DeepStack # 1479757970.80752
STATE:21:cc/cc/cc/cc:5d2c|9h7d/QhKcKd/Ac/6d:-100|100:DeepStack|dmit.pol.2 # 1479757994.62277
STATE:433:r200c/cr500f:6dTs|8cQd/5h5cJs:-200|200:DeepStack|sethi.muskan.1 # 1479758009.82264
STATE:434:r300r900c/r2700f:Kd8c|Ah8s/5dKh4s:900|-900:sethi.muskan.1|DeepStack # 1479758042.55586
STATE:19:cc/cc/cc/r200c:Qd7d|5c6s/AsAd2h/9h/Qs:200|-200:DeepStack|dmit.pol.3 # 1479758045.66029
STATE:22:r200c/cr400c/cr1200c/r6000f:QcJh|4s5c/Tc7c4c/5h/Ac:1200|-1200:dmit.pol.2|DeepStack # 1479758067.63881
STATE:435:r200r600f:5c7c|6s9c:200|-200:DeepStack|sethi.muskan.1 # 1479758079.64372
STATE:436:r200f:9d3s|Tc9c:-100|100:sethi.muskan.1|DeepStack # 1479758106.11159
STATE:437:cc/cr200f:3h9h|KhKs/Kc5c7c:-100|100:DeepStack|sethi.muskan.1 # 1479758123.88724
STATE:20:r300f:5s2h|4h4c:-100|100:dmit.pol.3|DeepStack # 1479758124.57909
STATE:438:r300r600c/r1800c/r5400r10800c/r20000c:7sAs|Td6h/6d9s4s/6c/8s:20000|-20000:sethi.muskan.1|DeepStack # 1479758155.55485
STATE:23:cc/cc/cc/cc:5dKh|7dJh/8d2s6d/Qc/3d:100|-100:DeepStack|dmit.pol.2 # 1479758159.54673
STATE:21:cc/cc/r200c/r400c:3cQd|Ad9s/Jc4c3s/3d/6s:400|-400:DeepStack|dmit.pol.3 # 1479758180.7436
STATE:24:r300c/cr600c/cc/cc:5h5c|Ad9d/QcTsQh/3h/8c:600|-600:dmit.pol.2|DeepStack # 1479758212.0444
STATE:439:r200c/cr1000f:8dAh|7d6d/9d4hTd:-200|200:DeepStack|sethi.muskan.1 # 1479758234.80966
STATE:440:cr300c/r900f:8hAc|8c6s/KsAd4h:300|-300:sethi.muskan.1|DeepStack # 1479758270.25257
STATE:22:cc/cr200c/cr600c/cr1800f:8s3c|5s3s/2cAh4d/8h/7c:-600|600:dmit.pol.3|DeepStack # 1479758286.66116
STATE:25:cc/cc/r200c/r600f:Th3s|Ts4h/7s5s2s/Ah/Kh:200|-200:DeepStack|dmit.pol.2 # 1479758287.53473
STATE:441:r200r600c/cc/cc/r1200f:AcJd|2c5c/TsKc3h/5d/Qh:600|-600:DeepStack|sethi.muskan.1 # 1479758304.78231
STATE:26:f:AcJs|9s2h:50|-50:dmit.pol.2|DeepStack # 1479758359.76928
STATE:27:cr300c/cr900f:5h6s|QcAh/7dKdAd:-300|300:DeepStack|dmit.pol.2 # 1479758367.62282
STATE:442:r300r500c/r1500f:AsTs|6d9h/8s3d4d:500|-500:sethi.muskan.1|DeepStack # 1479758376.65719
STATE:28:cc/cc/cc/r300f:5d8s|7d4d/3dTc9s/Jd/6h:100|-100:dmit.pol.2|DeepStack # 1479758412.08568
STATE:23:cr300c/r600f:QsJc|9d4s/6sKs6h:300|-300:DeepStack|dmit.pol.3 # 1479758413.38114
STATE:443:f:9d7s|3dJh:50|-50:DeepStack|sethi.muskan.1 # 1479758415.58223
STATE:444:cr300c/r900c/r2700c/r8100c:Jc9c|As2c/6cAhKc/7h/2s:-8100|8100:sethi.muskan.1|DeepStack # 1479758434.47246
STATE:24:r300f:8c6h|8h9d:-100|100:dmit.pol.3|DeepStack # 1479758456.85063
STATE:29:cr300c/cc/r600c/cc:Qd9d|Kd7d/8c8hJh/4s/Ad:-600|600:DeepStack|dmit.pol.2 # 1479758475.84974
STATE:25:cr300c/r600c/cc/cr1800f:Ac9d|JcKd/4h8cJs/2s/6s:-600|600:DeepStack|dmit.pol.3 # 1479758482.23845
STATE:445:r200c/r400f:5hKh|QdTs/4h5cAh:200|-200:DeepStack|sethi.muskan.1 # 1479758499.44038
STATE:446:cr300c/cc/cc/cc:8sQc|3s4c/9h3d5h/Jc/7d:-300|300:sethi.muskan.1|DeepStack # 1479758528.69401
STATE:30:r300f:7c3d|9c9h:-100|100:dmit.pol.2|DeepStack # 1479758551.97201
STATE:26:r200c/cr600f:Jd6s|JhTh/2d7d3h:-200|200:dmit.pol.3|DeepStack # 1479758552.81598
STATE:31:cr300c/cr900c/cc/r1800c:7d8c|9c9h/6c6sTd/Ad/5d:-1800|1800:DeepStack|dmit.pol.2 # 1479758570.05978
STATE:447:f:9hAc|5h7s:50|-50:DeepStack|sethi.muskan.1 # 1479758592.16147
STATE:448:r300c/cc/r900c/cr2700f:9s2s|8cAc/5h6d7h/9d/Jh:-900|900:sethi.muskan.1|DeepStack # 1479758607.01588
STATE:27:cr300c/r600c/r1800f:JhAd|7hQh/6sJc2h/3d:600|-600:DeepStack|dmit.pol.3 # 1479758616.12055
STATE:32:r300c/cc/cc/cc:Jc9d|8d3d/Qs3sKh/Ad/6c:-300|300:dmit.pol.2|DeepStack # 1479758654.83913
STATE:449:f:Ad8c|7d4c:50|-50:DeepStack|sethi.muskan.1 # 1479758672.3233
STATE:450:r200f:7c4d|Ah2s:-100|100:sethi.muskan.1|DeepStack # 1479758693.49375
STATE:28:r200c/cc/cc/cc:2h8d|8hQs/5dKs3h/Jc/9h:-200|200:dmit.pol.3|DeepStack # 1479758696.48075
STATE:451:f:3sTs|3hKc:50|-50:DeepStack|sethi.muskan.1 # 1479758717.40271
STATE:33:cr300c/r600c/r1200f:TcTs|8h3h/7h8s4c/6s:600|-600:DeepStack|dmit.pol.2 # 1479758726.78183
STATE:452:r200r600c/cr1200f:7hKc|7dKh/9cJd4h:-600|600:sethi.muskan.1|DeepStack # 1479758731.85345
STATE:29:cc/cc/r200c/r400c:4h9h|6dQh/6h7h9c/7d/4c:400|-400:DeepStack|dmit.pol.3 # 1479758764.05448
STATE:453:r300c/cc/cc/cr1500f:6s5h|JdQc/QhJcQd/9d/3s:-300|300:DeepStack|sethi.muskan.1 # 1479758774.55728
STATE:34:r300c/cr600c/cc/r1800f:4c5h|7d5d/Qc2c5s/4d/Kh:600|-600:dmit.pol.2|DeepStack # 1479758789.72829
STATE:30:r200c/cc/cc/cc:4sQs|5h5d/JhJdTs/6d/7s:-200|200:dmit.pol.3|DeepStack # 1479758827.81156
STATE:454:f:Kd7h|8d2c:50|-50:sethi.muskan.1|DeepStack # 1479758842.01781
STATE:455:f:Kd6s|5dTs:50|-50:DeepStack|sethi.muskan.1 # 1479758852.3419
STATE:35:cc/cc/cr300f:4c3h|As7d/JdAd7s/Jc:-100|100:DeepStack|dmit.pol.2 # 1479758856.00403
STATE:456:r200c/r600f:ThQc|6c8h/9hJcQh:200|-200:sethi.muskan.1|DeepStack # 1479758865.37962
STATE:36:r300f:Kc4d|5d7h:-100|100:dmit.pol.2|DeepStack # 1479758896.01381
STATE:457:f:Ah2c|6cTs:50|-50:DeepStack|sethi.muskan.1 # 1479758898.11247
STATE:31:cr300f:7h9s|2h5s:100|-100:DeepStack|dmit.pol.3 # 1479758911.2263
STATE:458:r300f:Js4d|7cAd:-100|100:sethi.muskan.1|DeepStack # 1479758913.30176
STATE:459:r200c/cc/r400r1200f:Qh8s|TdKh/TsKc7h/Js:-400|400:DeepStack|sethi.muskan.1 # 1479758930.9603
STATE:37:cr300c/cc/cr400f:4c5c|KhJd/KsThAs/8c:-300|300:DeepStack|dmit.pol.2 # 1479758944.80245
STATE:32:f:3dKd|8d3c:50|-50:dmit.pol.3|DeepStack # 1479758968.59149
STATE:460:cc/cr300f:3cJh|9h4d/9dKs2d:-100|100:sethi.muskan.1|DeepStack # 1479758975.53809
STATE:33:cr300c/r600f:7c9c|8hTh/3c6h6s:300|-300:DeepStack|dmit.pol.3 # 1479758982.9552
STATE:461:f:4dAd|8s6c:50|-50:DeepStack|sethi.muskan.1 # 1479759011.61254
STATE:38:r200c/cr400c/r500c/cr1500f:QhKh|9sJh/TsKs6s/Th/Js:-500|500:dmit.pol.2|DeepStack # 1479759014.36667
STATE:462:r300f:Tc8d|KsKh:-100|100:sethi.muskan.1|DeepStack # 1479759037.06045
STATE:34:cc/cr300c/cc/cc:Kh3h|5c9s/4s8h5d/Jh/7c:-300|300:dmit.pol.3|DeepStack # 1479759050.79614
STATE:463:f:3h8d|Jd7h:50|-50:DeepStack|sethi.muskan.1 # 1479759056.23563
STATE:464:cr200c/cc/cc/cc:7h4h|3d5d/9s9cAc/8c/3c:-200|200:sethi.muskan.1|DeepStack # 1479759071.43633
STATE:39:cr300c/cr400c/cr1200f:TcQd|8c8d/2dAc2s/7c:-400|400:DeepStack|dmit.pol.2 # 1479759105.94036
STATE:465:r300r900c/cr2700f:JcJs|3hKs/8dQsKd:-900|900:DeepStack|sethi.muskan.1 # 1479759137.42194
STATE:35:cc/cc/r300r500c/cr1500r7500c:5sJh|3c4d/6sJs5d/7h/7s:-7500|7500:DeepStack|dmit.pol.3 # 1479759156.6423
STATE:40:cc/cr200c/cc/r600c:6c9s|Qh5h/9cKcKh/2s/Ks:600|-600:dmit.pol.2|DeepStack # 1479759160.90158
STATE:466:r200f:5dTd|KhTh:-100|100:sethi.muskan.1|DeepStack # 1479759183.92986
STATE:467:r200r600c/r1200f:7h7c|4sAh/Kh2c9s:600|-600:DeepStack|sethi.muskan.1 # 1479759208.32775
